query_acc	% identity	alignment length	mismatches	gap opens	bit score	evalue	Membership Cluster 1	Membership Cluster 2	Membership Cluster 3	Membership Cluster 4	Membership Cluster 5	Max Membership	Assigned Cluster
sp|A0A0K8P6T7|PETH_IDESA	20.97497036409822	167.44453852667232	0.008905544624440239	4.531752751905165	78.30524978831498	2.709279379846799	0.6549087138809161	0.032669326513523854	0.2144735560570821	0.057478448985222697	0.04046995456325535	0.6549087138809161	0
sp|P12625|PHB_RALPI	36.062139152435165	305.6382036685642	0.005681082856072326	7.142947501581277	214.56464263124604	105.81632393356283	0.9483751152099086	0.005023151951136795	0.031245786029291366	0.008837607050629692	0.0065183397590337245	0.9483751152099086	0
sp|P26495|PHAZ_PSEOL	90.55661933333333	281.74133333333333	0.03762037107981626	0.0	489.73533333333336	99999.99999999999	0.0004724711641344006	0.9945419848106628	0.0007266315087346549	0.0014409237357517555	0.0028179887807162924	0.9945419848106628	1
sp|P33164|PDR_BURCE	42.86316133333333	317.68533333333335	0.005773027311826587	4.654	346.2973333333333	99999.99999999999	0.006310538102239639	0.013934839248873685	0.005989917782124621	0.9287826414048167	0.0449820634619454	0.9287826414048167	3
sp|P52090|PHA1_PAULE	30.626601593625495	301.0750332005312	0.005362961092654616	6.656042496679947	200.87934926958832	93.3429031501236	0.9914868741472355	0.0008251149108929784	0.00508847377691463	0.0015040713361100804	0.0010954658288468578	0.9914868741472355	0
sp|P77931|PVADH_PSESP	20.399286713286713	312.89263677498974	0.005120535593137049	9.23241464417935	130.2763060468943	2.351059299243668	0.8390793164209672	0.019565107204664478	0.07555582912064616	0.039237042541084045	0.026562704712638184	0.8390793164209672	0
sp|Q05182|PHT2_PSEPU	42.155395069953364	316.69220519653567	0.0057242443847451046	4.718187874750167	346.8315789473684	929.4060098699078	0.5671882058074534	0.03339444512426568	0.30545975919134827	0.05038088845279872	0.043576701424133814	0.5671882058074534	0
sp|Q05183|PHT3_PSEPU	36.91428631402183	352.9949622166247	0.005259206647367521	7.422334172963896	320.7181360201511	20.02103311503936	0.7933636811946582	0.022574584620654373	0.1139271242459189	0.039184765900738536	0.030949844038030017	0.7933636811946582	0
sp|Q05185|PHT5_PSEPU	52.417426	231.48666666666668	0.009109015882267549	0.4573333333333333	351.694	99999.99999999999	0.04452183252958885	0.2306207686380159	0.05834275367196932	0.32928294560198496	0.337231699558441	0.337231699558441	4
sp|Q3C1D2|TPDR2_COMSP	25.23465388530709	148.73294876145232	0.009748722155454118	3.522904648795385	131.4720054292501	22.698322763441944	0.5579020951576793	0.03565924575236973	0.3043166922691374	0.05885055183705934	0.04327141498375418	0.5579020951576793	0
sp|Q3C1D4|TPDB2_COMSP	26.87920879120879	122.02197802197803	0.012274074565766407	2.868131868131868	85.99450549450549	0.7595191382843733	0.46303112754605397	0.043665428520887374	0.3738389444826437	0.0686765137839229	0.05078798566649217	0.46303112754605397	0
sp|Q3C1D5|TPDA2_COMSP	21.010156697556866	270.3900589721988	0.005442157861106157	8.669755686604887	174.4688289806234	14.255706202630494	0.8924363508735073	0.012414365030010801	0.05364869248173593	0.0246751155987143	0.016825476016031623	0.8924363508735073	0
sp|Q3C1E0|TPDR1_COMSP	25.00348521916412	149.2534828406388	0.009693036409768587	3.5344886170574243	130.81681957186544	27.51481838648949	0.5607912350234479	0.0356424837580911	0.30129442421514974	0.05895968688352294	0.04331217011978839	0.5607912350234479	0
sp|Q3C1E2|TPDB1_COMSP	27.191820224719102	123.67415730337079	0.012176766885029071	2.9101123595505616	87.47191011235955	0.8833516385132227	0.4653098829288571	0.043075900153689776	0.3737748030099215	0.067743299644569	0.05009611426296263	0.4653098829288571	0
sp|Q3C1E3|TPDA1_COMSP	21.245388185654008	264.5510548523207	0.005607502856046124	8.377215189873418	174.590970464135	12.051248121422661	0.9060507143244819	0.010645660497664276	0.047866972646480085	0.02104886680412165	0.014387785727251995	0.9060507143244819	0
sp|Q44257|CBAB_COMTE	32.655302	315.8573333333333	0.004992544217674396	5.426666666666667	303.4033333333333	99999.99999999999	0.00703876163450687	0.009978422529197237	0.005878735367688957	0.9490732444305006	0.02803083603810641	0.9490732444305006	3
sp|Q588Z1|PVADH_SPHS1	19.571344534842588	308.89777148921115	0.0051658288788707495	9.041386628935268	116.20428015564202	2.654643277978278	0.8372807945602276	0.01969489739033281	0.07684152024785706	0.039519465024634104	0.02666332277694835	0.8372807945602276	0
sp|Q588Z2|OPH_SPHS1	21.103563914780292	232.0133155792277	0.006530775092212455	5.978029294274301	115.3508655126498	86.66204128649963	0.8559959361586124	0.014369815903889265	0.08393951939533867	0.026979640010257433	0.01871508853190226	0.8559959361586124	0
sp|Q59727|PHTD_COMTE	55.339650666666664	328.25733333333335	0.006848438999915148	0.5013333333333333	504.578	99999.99999999999	0.017096618366884458	0.1277502740329776	0.021703684172161865	0.11799007684020908	0.7154593465877669	0.7154593465877669	4
sp|Q9LCQ7|OPH_PSESP	20.240410512308717	243.9467731204258	0.006054624190295675	7.149035262807718	123.00785096473719	76.33446272386576	0.8885940560948491	0.011950319115076284	0.06050922931151955	0.02315710523670318	0.015789290241852036	0.8885940560948491	0
tr|A0A010P4T7|A0A010P4T7_9ALTE	30.014385909568876	250.50315457413248	0.006638117433062176	5.507886435331231	203.89768664563618	17.26005051720051	0.926228355974049	0.006126371443021907	0.048931045241408996	0.010775891445150286	0.007938335896369967	0.926228355974049	0
tr|A0A010S2M9|A0A010S2M9_PSEFL	91.408732	282.1893333333333	0.0412836291282425	0.0006666666666666666	492.734	99999.99999999999	0.0008617642475085937	0.9902010550092905	0.001326552043302884	0.002586531058201055	0.005024097641696813	0.9902010550092905	1
